,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
769057,ALCALDIA MUNICIPAL DE MELGAR,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONALES DE APOYO A LA GESTIÓN PARA LA EMISIÓN Y DIVULGACION DE MENSAJES INSTITUCIONALES EN MEDIOS DIGITALES Y TELEVISIVOS PARA LA ALCALDÍA MUNICIPAL DE MELGAR.,Prestación de servicios,No Definido,12.500000000000004,19.709599948917813,153 Dia(s),-0.5767679959134245,0.6342087121198183,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7881381&isFromPublicArea=True&isModal=true&asPopupView=true,0.3429083526134491
484987,CONCEJO MUNICIPAL DE SAN JOSE DE CÚCUTA.,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO COMUNICADOR (A) SOCIAL EN LAS ACTIVIDADES DE COMUNICACIÓN; DIVULGACIÓN Y PRODUCCIÓN AUDIOVISUAL DE LAS ACCIONES DESARROLLADAS POR EL CONCEJO MUNICIPAL DE CÚCUTA,Prestación de servicios,Mujer,12.000000000000002,18.890148050516377,4 Mes(es),-0.5741790042096978,0.6352517708124565,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5864138&isFromPublicArea=True&isModal=true&asPopupView=true,0.36475270986557007
753723,RADIO TELEVISION NACIONAL DE COLOMBIA.,"El CONTRATISTA se obliga a prestar sus servicios desarrollando actividades de registro audiovisual
y/o reportería para los contenidos audiovisuales y/o transmisiones de RTVC.",Prestación de servicios,Hombre,15.702867000000001,24.706585917465752,98 Dia(s),-0.5733805755003688,0.6355741360808261,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6925267&isFromPublicArea=True&isModal=true&asPopupView=true,0.35141921043395996
174390,CONCEJO MUNICIPAL DE FACATATIVA,PRESTACIÓN DE SERVICIOS DE APOYO A LA CORPORACIÓN CONCEJO MUNICIPAL; EN EL TEMA DE PRENSA; PROTOCOLO; COMUNICACIONES; MATERIAL GRÁFICO DE IMAGEN INSTITUCIONAL Y GESTIÓN DE MEDIOS DE COMUNICACIÓN Y AUDIOVISUALES REDES SOCIALES; GESTIÓN DOCUMENTAL TABLAS DE RETENCIÓN; MANEJO DE APOYO EN EL SUMINISTRO,Prestación de servicios,Mujer,11.400000000000004,17.93021741488031,4 Mes(es),-0.5728260890245881,0.6357982023429972,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5436271&isFromPublicArea=True&isModal=true&asPopupView=true,0.30396005511283875
484466,INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE-PASTO DEPORTE,PRESTACION DE SERVICIOS PROFESIONALES CON SUS PROPIOS MEDIOS Y PLENA AUTONOMIA COMO PROFESIONAL EN COMUNICACION SOCIAL PERIODISMO EVENTOS ACTIVIDADES Y PROYECTOS DEPORTIVOS QUE ADELANTA PASTO DEPORTE,Prestación de servicios,Hombre,10.349999999999998,16.246676790215506,5 Mes(es),-0.5697272261077787,0.6370533576585485,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6604763&isFromPublicArea=True&isModal=true&asPopupView=true,0.30334898829460144
1220313,ALCALDIA MUNICIPIO DE VILLAVICENCIO,PRESTACION DE SERVICIOS PARA LA DIVULGACION Y PROMOCION RADIAL EN FRECUENCIA MODULADA FM DE LOS PROGRAMAS; PROYECTOS Y DEMAS TEMAS DE INTERES PUBLICO DE LA ALCALDIA DE VILLAVICENCIO,Prestación de servicios,No Definido,7.479999999999999,11.741023500182031,75 Dia(s),-0.5696555481526783,0.6370824485517834,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6830394&isFromPublicArea=True&isModal=true&asPopupView=true,0.3417820632457733
751068,GOBIERNO DEPARTAMENTAL,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMÍA LOS SERVICIOS PROFESIONALES PARA APOYAR EL CUBRIMIENTO AUDIOVISUAL; EDICIÓN Y DIVULGACIÓN DE LA INFORMACIÓN QUE FORTALEZCA EL USO Y APROPIACIÓN DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES.,Prestación de servicios,Mujer,21.0,32.92720626490618,180 Dia(s),-0.5679622030907706,0.6377704756076376,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6161664&isFromPublicArea=True&isModal=true&asPopupView=true,0.3011109530925751
939835,INSTITUTO DEPARTAMENTAL DE DEPORTES DE CÓRDOBA INDEPORTES CÓRDOBA,PRESTACION DE SERVICIOS PROFESIONALES DE UN LICENCIADO EN INFORMATICA Y MEDIOS AUDIOVISUALES PARA BRINDAR APOYO EN EL AREA DE PRENSA Y COMUNICACIONES DEL INSTITUTO DEPARTAMENTAL DE DEPORTES DE CORDOBA INDEPORTES-CORDOBA.,Prestación de servicios,Hombre,18.666667000000004,29.257842557996547,140 Dia(s),-0.5673843947608076,0.6380055864678977,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6518353&isFromPublicArea=True&isModal=true&asPopupView=true,0.31273841857910156
257281,MUNICIPIO DE LABRANZAGRANDE,PRESTAR SERVICIOS PROFESIONALES COMO FOTÓGRAFO; Y EDITOR; EN EL DESARROLLO DE PROCESOS DE CONTENIDO TÉCNICO DE PRODUCCIÓN DE MATERIAL PERIODÍSTICO; PIEZAS AUDIOVISUALES; APOYO EN LA DIFUSIÓN EN REDES SOCIALES Y MEDIOS TICS Y MANTENIMIENTO DE SOFTWARE DE LOS EQUIPOS DE LA ALCALDÍA MUNICIPAL DE LABRAN,Prestación de servicios,Hombre,21.0,32.90722125674409,158 Dia(s),-0.5670105360354327,0.6381578023910545,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7848511&isFromPublicArea=True&isModal=true&asPopupView=true,0.3066321611404419
429496,LOTERIA DE BOYCA,COMPRA DE ESPACIO PUBLICITARIO EN EL MEDIO DIGITAL FACETAS DE BOYACÁ PARA PROMOCIONAR LOS PRODUCTOS Y/O CAMPAÑAS PUBLICITARIAS DE LA LOTERÍA DE BOYACÁ Y SUS SORTEOS DEL AÑO 2024.,Prestación de servicios,No Definido,9.999999999999998,15.650307309708817,5 Mes(es),-0.565030730970882,0.6389650888066846,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6140476&isFromPublicArea=True&isModal=true&asPopupView=true,0.31049028038978577
