,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
637463,ALCALDIA MUNICIPAL DE RESTREPO META,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL Y PERIODISTA PARA APOYAR AL DESPACHO MUNICIPAL EN ACTIVIDADES ESTRATÉGICAS E INFORMATIVAS PARA CONTENIDOS DE REDES SOCIALES Y PAGINA WEB DE LA ALCALDÍA DE RESTREPO META,Prestación de servicios,Mujer,21.0,17.85045485332353,180 Dia(s),0.14997834031792714,1.176440610200477,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5522912&isFromPublicArea=True&isModal=true&asPopupView=true,0.3337664008140564
748735,MUNICIPIO DE LA UNION ANTIOQUIA,PRESTACIÓN DE SERVICIOS DE PRODUCCIÓN AUDIOVISUAL Y CAMPAÑAS PUBLICITARIAS DE LAS DIFERENTES ACTIVIDADES QUE DESARROLLE LA ADMINISTRACIÓN MUNICIPAL.,Prestación de servicios,Hombre,12.649999999999999,10.732667627711438,165 Dia(s),0.1515677764654989,1.178644530772393,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6332086&isFromPublicArea=True&isModal=true&asPopupView=true,0.3112279176712036
861565,ADRES,Prestar servicios de apoyo a la gestión en la producción de contenidos audiovisuales y multimedia para la difusión de mensajes de comunicación interna y otros que requiera la entidad. ID-040-DGRAL,Prestación de servicios,Hombre,46.04820000000001,39.047766348795186,8 Mes(es),0.15202404548288145,1.1792787220829295,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7438932&isFromPublicArea=True&isModal=true&asPopupView=true,0.31137073040008545
1129196,CONCEJO MUNICIPAL DE MOSQUERA,PRESTACIÓN  DE SERVICIOS DE APOYO A LA GESTION EN EL DESARROLLO DE ACTIVIDADES DE DIVULGACIÓN; PRENSA Y MANEJO DE MEDIOS AUDIOVISUALES DE LA CORPORACION CONCEJO MUNICIPAL DE MOSQUERA,Prestación de servicios,Hombre,20.0,16.95342296541353,6 Mes(es),0.15232885172932348,1.1797027680369772,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5503043&isFromPublicArea=True&isModal=true&asPopupView=true,0.33467015624046326
454137,SECRETARIA GENERAL Y DE CERCANIA AL CIUDADANO,PRESTAR LOS SERVICIOS PROFESIONALES COMO REALIZADOR AUDIOVISUAL PARA LA CREACIÓN DE CONTENIDOS DIGITALES DE LA EMISORA EL DORADO RADIO; LIDERADA POR LA OFICINA ASESORA DE PRENSA Y COMUNICACIONES,Prestación de servicios,Hombre,40.000000000000014,33.8865315143016,8 Mes(es),0.15283671214246025,1.1804099803816823,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7528338&isFromPublicArea=True&isModal=true&asPopupView=true,0.3332539200782776
655964,UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS DE BOGOTA,Prestación de servicios profesionales en asuntos de comunicaciones y prensa para apoyar las labores de reportería; periodismo y de divulgación de información y campañas; de acuerdo con la misionalidad de la UAECOB,Prestación de servicios,Hombre,25.0,21.164388397951086,5 Mes(es),0.15342446408195656,1.1812295035381337,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6819561&isFromPublicArea=True&isModal=true&asPopupView=true,0.322640985250473
506653,Gobernación Norte de Santander*,PRESTAR LOS SERVICIOS PROFESIONALES PARA EL CUBRIMIENTO PERIODISTICO Y DIFUSION DE LAS ACTIVIDADES QUE DESARROLLA LA GOBERNACION DE NORTE DE SANTANDER A TRAVES DE LOS MEDIOS RADIALES ADSCRITOS A LA CADENA RADIAL RCN RADIO CUCUTA.,Prestación de servicios,Hombre,21.0,17.770729162014813,44 Dia(s),0.15377480180881842,1.1817185332432953,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7045768&isFromPublicArea=True&isModal=true&asPopupView=true,0.38474345207214355
1174933,GOBERNACIÓN DE RISARALDA,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA ELABORACIÓN DE MATERIAL
AUDIOVISUAL DESTINADO A LA DIFUSIÓN DE LAS ACTIVIDADES Y LA COBERTURA
PERIODÍSTICA DE LA ADMINISTRACIÓN DEPARTAMENTAL.",Prestación de servicios,Hombre,23.129064,19.548673464259696,8 Mes(es),0.15480049412031127,1.1831526084000652,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7629819&isFromPublicArea=True&isModal=true&asPopupView=true,0.31111982464790344
1189702,MUNICIPIO DE PEREIRA- OFICIAL,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE CONTENIDOS DIGITALES Y CUBRIMIENTOS AUDIOVISUALES PARA LAS REDES SOCIALES INSTITUCIONALES Y DE LA ALCALDÍA DE PEREIRA.,Prestación de servicios,Hombre,30.400000000000002,25.686225758992755,8 Mes(es),0.15505836319102784,1.1835136966106028,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7788914&isFromPublicArea=True&isModal=true&asPopupView=true,0.30074644088745117
479630,ALCALDIA LOCAL DE TEUSAQUILLO(oficial),Apoyar al equipo de prensa y comunicaciones de la Alcaldía Local en la realización y publicación de contenidos de redes sociales y canales de divulgación digital (sitio web) de la Alcaldía local.,Prestación de servicios,Mujer,25.200000000000003,21.253434678234,3 Mes(es),0.15660973499071434,1.185690707479283,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6369544&isFromPublicArea=True&isModal=true&asPopupView=true,0.33494308590888977
