,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
510275,MUNICIPIO DE MIRANDA,PRESTAR LOS SERVICIOS DE PUBLICACIONES IMPRESAS EN PÁGINA DE INFORMACIÓN PERIODÍSTICA CON NOTICIAS INSTITUCIONALES DEL MUNICIPIO DE MIRANDA CAUCA EN MEDIO ESCRITO TIPO TABLOIDE DE CIRCULACIÓN REGIONAL; REDES SOCIALES Y REALIZACION DE CUÑAS RADIALES DE NOTICIAS INSTITUCIONALES EN EMISORA REGIONAL,Prestación de servicios,Hombre,21.45,12.7470853620864,166 Dia(s),0.40573028614981815,1.6827376133997376,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6381283&isFromPublicArea=True&isModal=true&asPopupView=true,0.3101935386657715
246292,ALCALDÍA MUNICIPIO DE BALBOA RISARALDA,"Prestar los servicios en el cubrimiento fílmico; fotográfico; diseño de piezas gráficas y audiovisuales y
publicaciones en redes sociales; entrevistas radiales; emisiones y comerciales radiales; dando
a conocer la gestión y actividades realizadas en el municipio de Balboa Risaralda.",Prestación de servicios,Hombre,30.0,17.81548258903023,6 Mes(es),0.40615058036565904,1.683928563263973,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7767310&isFromPublicArea=True&isModal=true&asPopupView=true,0.31032833456993103
371814,EMPRESA DE SERVICIOS PÚBLICOS DE FUSAGASUGÁ,PRESTACIÓN DE SERVICIOS DE APOYO COMO DISEÑADOR; WEB MASTER Y COMMUNITY MANAGER PARA EL CUBRIMIENTO DE EVENTOS; ELABORACIÓN DE BOLETINES DE PRENSA Y EL SEGUIMIENTO FÍLMICO Y AUDIOVISUAL EN LA OFICINA DE PROMOCIÓN Y DIVULGACIÓN DE LA EMPRESA DE SERVICIOS PÚBLICOS DE FUSAGASUGÁ - EMSERFUSA E.S.P.,Decreto 092 de 2017,Mujer,31.000000000000004,18.317439623511266,310 Dia(s),0.40911485085447535,1.6923762620300982,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5762504&isFromPublicArea=True&isModal=true&asPopupView=true,0.3311898112297058
308230,GOBIERNO DEPARTAMENTAL,CONTRATAR LA PRESTACION DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL - PERIODISTA PARA BRINDAR APOYO A LA DIRECCION DE PRENSA Y COMUNICACIONES DE LA GOBERNACIÓN DE TOLIMA.,Prestación de servicios,Mujer,31.800000000000004,18.7523600583367,180 Dia(s),0.41030314281960073,1.695786551723272,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5749434&isFromPublicArea=True&isModal=true&asPopupView=true,0.3085940182209015
803891,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL PARA DESARROLLAR CAMPAÑAS INFORMATIVAS Y MATERIALES DE DIFUSIÓN; COMUNICACIÓN Y SENSIBILIZACIÓN QUE PROMUEVAN LA CONCIENCIA SOBRE LA SALUD MENTAL; MEDIANTE PROGRAMAS COMUNITARIOS DIRIGIDOS A JÓVENES; AL SERVICIO DE LA SECRETARÍA DE JUVENTUD DE,Prestación de servicios,Mujer,33.914802,19.98837806871539,6 Mes(es),0.4106296693486404,1.6967260616848854,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7640979&isFromPublicArea=True&isModal=true&asPopupView=true,0.30029726028442383
696096,INSTITUTO DE DEPORTE Y RECREACIÓN DE CALDAS INDEC,Prestación de servicios de apoyo a la gestión para  la creación; producción y redacción de contenidos audiovisuales; creación de campañas publicitarias y marketing digital del Instituto de Deporte y Recreación de Caldas - INDEC,Prestación de servicios,Hombre,21.3,12.550065072620713,6 Mes(es),0.4107950670131121,1.697202355266523,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7719991&isFromPublicArea=True&isModal=true&asPopupView=true,0.31821319460868835
34821,DISTRITO DE TURBO,PRESTACIÓN DE SERVICIOS   DE APOYO A LA GESTIÓN PARA LA PRODUCCIÓN; EDICIÓN Y PRESENTACIÓN DE CONTENIDOS AUDIOVISUALES E INFORMATIVOS EN LA OFICINA DE COMUNICACIONES Y PRENSA DE LA ALCALDÍA DISTRITAL DE TURBO.,Prestación de servicios,Hombre,37.99999999999999,22.210229260895403,10 Mes(es),0.4155202826080156,1.710923356694249,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7697359&isFromPublicArea=True&isModal=true&asPopupView=true,0.34528031945228577
1016189,INSTITUTO DE TURISMO DEL META,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO COORDINADOR EN LA GESTIÓN DEL PLAN DE MEDIOS UTILIZADOS EN LAS CAMPAÑAS PUBLICITARIAS PARA LA DIFUSIÓN Y PROMOCIÓN TURÍSTICA DEL DEPARTAMENTO DEL META,Prestación de servicios,Hombre,38.16000000000001,22.2948053386217,6 Mes(es),0.4157545770801443,1.7116094722699706,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5732685&isFromPublicArea=True&isModal=true&asPopupView=true,0.3198719024658203
786266,INSTITUTO DISTRITAL DE TURISMO,PRESTAR SERVICIOS PROFESIONALES DE PERIODISMO PARA COORDINAR LA DIVULGACIÓN PERIODICA DE INFORMACIÓN INSTITUCIONAL DEL IDT EN MEDIOS DE COMUNICACIÓN; INCLUYENDO PRENSA Y FREE PRESS; ADEMÁS DE DESARROLLAR CONTENIDOS ESTRATÉGICOS Y DETECTAR OPORTUNIDADES PARA POSICIONAR AL INSTITUTO COMO REFERENTE DEL,Prestación de servicios,Mujer,50.98500000000001,29.762519521022504,9 Mes(es),0.4162494945371678,1.7130606151803507,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7676343&isFromPublicArea=True&isModal=true&asPopupView=true,0.35166874527931213
444941,MUNICIPIO DE LA UNION ANTIOQUIA,PRESTACIÓN DE SERVICIOS DE PRODUCCIÓN AUDIOVISUAL Y CAMPAÑAS PUBLICITARIAS DE LAS DIFERENTES ACTIVIDADES QUE DESARROLLE LA ADMINISTRACIÓN MUNICIPAL.,Prestación de servicios,Hombre,18.9,11.028999371213448,315 Dia(s),0.41645505972415614,1.7136640744880698,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7438241&isFromPublicArea=True&isModal=true&asPopupView=true,0.3112279176712036
