,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
465264,ALCALDIA MUNICIPAL DE MELGAR,CONTRATO DE PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA EMISIÓN Y DIVULGACION DE MENSAJES INSTITUCIONALES EN MEDIOS DIGITALES Y TELEVISIVOS PARA LA ALCALDÍA MUNICIPAL DE MELGAR,Prestación de servicios,Hombre,8.0,15.162740300799367,4 Mes(es),-0.8953425375999209,0.5276091155883114,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5892986&isFromPublicArea=True&isModal=true&asPopupView=true,0.3300131559371948
968975,MUNICIPIO SAN VICENTE DEL CAGUAN,PRESTAR LOS SERVICIOS PROFESIONALES EN EL DISEÑO DE LAS ESTRATEGIAS DE COMUNICACIÓN PUBLICITARIA PARA LA DIVULGACIÓN DE LAS ACTIVIDADES DESARROLLADAS POR LA ALCALDIA MUNICIPAL DE SAN VICENTE DEL CAGUÁN,Prestación de servicios,No Definido,9.0,16.947946631568396,2 Mes(es),-0.8831051812853773,0.5310377826677828,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6204553&isFromPublicArea=True&isModal=true&asPopupView=true,0.3334561586380005
107905,INSTITUTO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL MUNICIPIO DE BUCARAMANGA,SERVICIOS PROFESIONALES EN COMUNICACIÓN SOCIAL PARA APOYO Y SOPORTE  AL INVISBU  EN LA RECOLECCIÓN  CREACIÓN Y DIFUSIÓN DE CONTENIDOS REQUERIDO POR LOS DIVERSOS CANALES DE COMUNICACIÓN,Prestación de servicios,Mujer,11.433333000000001,21.52519487498689,4 Mes(es),-0.8826701605723273,0.5311604873452725,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6014071&isFromPublicArea=True&isModal=true&asPopupView=true,0.3059735894203186
1106963,GOBERNACIÓN DEL DEPARTAMENTO ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,PRESTAR SUS SERVICIOS PROFESIONALES EN MEDIOS AUDIOVISUALES DE LA OFICINA DE PRENSA Y COMUNICACIONES DE LA GOBERNACIÓN DEPARTAMENTAL.,Prestación de servicios,No Definido,13.912284,26.136449853192595,3 Mes(es),-0.8786598845446654,0.5322943275825427,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6790668&isFromPublicArea=True&isModal=true&asPopupView=true,0.3429770767688751
716389,LOTERIA DE BOYCA,ESPACIO PUBLICITARIO; EN LA REVISTA 123 ALCALDES; 123 DESTINOS PARA PROMOCIONAR LOS PRODUCTOS Y/O CAMPAÑAS PUBLICITARIAS DE LA LOTERÍA DE BOYACÁ.,Prestación de servicios,No Definido,9.999999999999998,18.750833373481818,15 Dia(s),-0.8750833373481821,0.5333096295411808,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5825551&isFromPublicArea=True&isModal=true&asPopupView=true,0.31229254603385925
1062574,ALCALDÍA MUNICIPAL DE MADRID CUNDINAMARCA,"PRESTACIÓN DE SERVICIOS PROFESIONALES EN PUBLICIDAD Y 
MERCADEO PARA DESARROLLAR ACTIVIDADES ESTRATEGICAS DE 
COMUNICACIÓN  EN LOS PROGRAMAS SOCIALES DE LAS POLITICAS 
PUBLICAS A CARGO DE LA DIRECCIÓN DE INTEGRACIÓN SOCIAL.",Prestación de servicios,Mujer,13.299999999999999,24.931710591382405,105 Dia(s),-0.874564706118978,0.5334571790110991,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6656998&isFromPublicArea=True&isModal=true&asPopupView=true,0.3173258602619171
220067,ALCALDÍA MUNICIPAL DE EL ESPINAL,CONTRATAR LA PRESTACION DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL Y PERIODISTA PARA COADYUVAR EN EL DESARROLLO; PROMOCION Y DIFUSION DE LOS PROCESOS ARTISTICOS Y CULTURALES MEDIANTE ESTRATEGIAS DE FORMACION Y COMUNICACION DIGITAL ORIENTADAS A LOS DIFERENTES COLECTIVOS CULTURALES DEL MUNICI,Prestación de servicios,Hombre,10.8,20.211780589881666,120 Dia(s),-0.8714611657297838,0.534341838512073,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6604359&isFromPublicArea=True&isModal=true&asPopupView=true,0.3127351999282837
762894,INSTITUTO DISTRITAL DE SANTA MARTA PARA LA RECREACIÓN Y EL DEPORTE,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA PRODUCCIÓN AUDIOVISUAL DEL CONTENIDO MULTIMEDIA; PARA LA PÁGINA WEB Y REDES SOCIALES DEL INRED Y RADIO INRED.,Prestación de servicios,Hombre,8.000000000000002,14.953009476829276,35 Dia(s),-0.8691261846036591,0.5350093579755002,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7898757&isFromPublicArea=True&isModal=true&asPopupView=true,0.3682939112186432
1051898,CONCEJO MUNICIPAL DE PAIPA,PRESTACIÓN DE SERVICIOS PROFESIONALES DE COMUNICACIÓN;  PERIODISMO Y FOTOGRAFIA PARA EL CUBRIMIENTO Y DIVULGACION EN REDES SOCIALES  DE ACTIVIDADES RELACIONADAS CON EL CONCEJO MUNICIPAL,Prestación de servicios,Hombre,15.0,28.01702272761456,4 Mes(es),-0.8678015151743039,0.5353887936570603,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6502319&isFromPublicArea=True&isModal=true&asPopupView=true,0.33431437611579895
604722,RADIO TELEVISION NACIONAL DE COLOMBIA.,EL CONTRATISTA SE OBLIGA CON -RTVC-A LA PRESTACIÓN DE SERVICIOS PARA REALIZAR ACTIVIDADES DE PERIODISMO DIGITAL; CONSTRUCCIÓN Y EDICIÓN DE CONTENIDOS PARA LAS PLATAFORMAS DIGITALES DE RTVC SISTEMA DE MEDIOS PÚBLICOS Y SUS MARCAS,Prestación de servicios,No Definido,9.875000000000002,18.437691873746473,50 Dia(s),-0.8671080378477438,0.5355876466327689,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7015826&isFromPublicArea=True&isModal=true&asPopupView=true,0.31588616967201233
