,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
251245,ALCALDIA MUNICIPAL DE VALLEDUPAR,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL - QUE BRINDE ACOMPAÑAMIENTO EN EL CUBRIMIENTO; REDACCIÓN DE COMUNICADOS DE PRENSA; PUBLICACIÓN DE CONTENIDOS EN REDES SOCIALES Y DIFUSION DE LAS INFORMACIONES QUE SE GENERAN DE LA ESTRATEGIA FORMATIVA INTEGRAL ¨LA CULTURA EN TU COMUNA E,Prestación de servicios,Mujer,28.0,18.66297668923443,8 Mes(es),0.3334651182416275,1.5002965746697603,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6044029&isFromPublicArea=True&isModal=true&asPopupView=true,0.3577713966369629
809642,INSTITUCION UNIVERSITARIA BELLAS ARTES Y CIENCIAS DE BOLIVAR,"PUBLICIDAD ESCRITA PARA EL FORTALECIMIENTO DE LAS COMUNICACIONES INSTITUCIONALES Y
DESARROLLO DE ESTRATEGIAS PUBLICITARIAS",Prestación de servicios,Hombre,30.0,19.777368869194195,10 Mes(es),0.3407543710268602,1.5168852944199707,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7724451&isFromPublicArea=True&isModal=true&asPopupView=true,0.31219935417175293
997101,SECRETARIA GENERAL Y DE CERCANIA AL CIUDADANO,PRESTAR SERVICIOS PROFESIONALES PARA REALIZAR LA MEDICIÓN DE AUDIENCIA Y EL FORTALECIMIENTO DE LAS RELACIONES CON MEDIOS RADIALES DEL DEPARTAMENTO EN LOS DISTINTOS ESPACIOS DE LA EMISORA DE INTERÉS PÚBLICO EL DORADO RADIO; LIDERADA POR LA OFICINA ASESORA DE PRENSA Y COMUNICACIONES.,Prestación de servicios,No Definido,64.00000000000001,42.167580499911786,8 Mes(es),0.3411315546888785,1.517753668606476,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7526644&isFromPublicArea=True&isModal=true&asPopupView=true,0.34995388984680176
1085660,LOTERIA DE BOYCA,ESPACIO PUBLICITARIO EN LA PÁGINA WWW.BOYACALEINFORMA.COM CON PUBLICIDAD PARA APOYAR LAS DIFERENTES CAMPAÑAS DE LA ENTIDAD LOTERÍA DE BOYACÁ AÑO 2024,Prestación de servicios,Mujer,18.000000000000004,11.85322821228732,6 Mes(es),0.3414873215395935,1.5185736474170644,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6192261&isFromPublicArea=True&isModal=true&asPopupView=true,0.31388917565345764
135420,RADIO TELEVISION NACIONAL DE COLOMBIA.,"EL CONTRATISTA se obliga con -RTVC- a la prestación de servicios para realizar actividades de periodismo digital; generación y
edición de contenidos digitales para las plataformas digitales de RTVC Sistema De Medios Públicos y sus marcas.",Prestación de servicios,Hombre,32.785000000000004,21.575781249409754,165 Dia(s),0.34190083119079606,1.5195278271046107,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6552038&isFromPublicArea=True&isModal=true&asPopupView=true,0.3128725290298462
926137,RADIO TELEVISION NACIONAL DE COLOMBIA.,El CONTRATISTA se obliga a prestar sus servicios desarrollando actividades de registro audiovisual y/o reportería para los contenidos audiovisuales y/o transmisiones de RTVC.,Prestación de servicios,Hombre,37.553712,24.706585917465752,240 Dia(s),0.3421000321495315,1.519987914374372,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6393329&isFromPublicArea=True&isModal=true&asPopupView=true,0.35141921043395996
193086,ALCALDIA MUNICIPAL DE CHIA,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA OFICINA ASESORA DE COMUNICACIÓN; PRENSA Y PROTOCOLO; APOYANDO EL MANEJO DE PLATAFORMAS DE STREAMING; TRANSMISIONES EN VIVO Y CANALES DE EMISIÓN DE CONTENIDOS AUDIOVISUALES CON EL FIN DE VISUALIZAR LA GESTIÓN DE LA ALCALDÍA MUNICIPAL DE CHÍA,Prestación de servicios,Hombre,27.95,18.37371106793984,195 Dia(s),0.34262214425975523,1.521195141071406,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6163249&isFromPublicArea=True&isModal=true&asPopupView=true,0.31849348545074463
512614,RADIO TELEVISION NACIONAL DE COLOMBIA.,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN EN LAS ACTIVIDADES RELACIONADAS CON LA PRODUCCIÓN; POSTPRODUCCIÓN; EMISIÓN Y TRANSMISIÓN DE CONTENIDOS DE RADIO Y TELEVISIÓN PÚBLICA DE CONFORMIDAD CON LOS LINEAMIENTOS ESTABLECIDOS POR RTVC.,Prestación de servicios,Mujer,32.045352,21.053781854168808,4 Mes(es),0.3430004496699301,1.52207105697045,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7779651&isFromPublicArea=True&isModal=true&asPopupView=true,0.349227637052536
1145019,MUNICIPIO DE PEREIRA- OFICIAL,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO COMUNICADOR SOCIAL DIRIGIDO AL ÁREA DE PRODUCCIÓN AUDIOVISUAL Y DE GENERACIÓN DE CONTENIDOS INFORMATIVOS AUDIOVISUALES DE LA OFICINA ASESORA DE PRENSA Y COMUNICACIONES EN CUMPLIMIENTO DEL PROYECTO DIFUSIÓN INTEGRAL DE LA GESTIÓN DE LA ADMINISTRACIÓN,Prestación de servicios,No Definido,32.0,21.009817655351814,8 Mes(es),0.3434431982702558,1.5230974644774542,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7372256&isFromPublicArea=True&isModal=true&asPopupView=true,0.32205289602279663
1228034,LOTERIA DE BOYCA,"PUBLICIDAD A TRAVÉS DEL MEDIO DE COMUNICACIÓN DIGITAL EMISORA VIRTUAL MATINAL NOTICIAS EN 
www.matinalnoticias.com; PARA PROMOCIONAR LA LOTERÍA DE BOYACÁ Y SUS DIFERENTES SORTEOS",Prestación de servicios,Hombre,22.500000000000004,14.758611312799935,5 Mes(es),0.3440617194311141,1.5245336788892916,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6235222&isFromPublicArea=True&isModal=true&asPopupView=true,0.37011921405792236
