,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
571070,IU. Digital,Prestar servicios profesionales como comunicador audiovisual en la creación; edición y difusión de mensajes institucionales; con el objetivo de apoyar y fortalecer las estrategias de comunicación interna y externa de la IU Digital.,Prestación de servicios,Hombre,24.96,22.723223216355322,4 Mes(es),0.08961445447294386,1.0984357176069428,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7374112&isFromPublicArea=True&isModal=true&asPopupView=true,0.3037365972995758
240638,GOBERNACION DE SUCRE,"PRESTACION DE SERVICIOS DE APOYO A LA GESTÓN DE UN TECNICO
PROFESIONAL EN PUBLICIDAD PUBLICIDD Y DISEÑO PUBLICITARIO PARA BRINDAR
APOYO A LA SECRETARIA DE COMUNICACIONES DE LA GOBERNACIÓN DE SUCRE.",Prestación de servicios,Hombre,16.5,14.991833733286317,5 Mes(es),0.09140401616446565,1.1005991857663888,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5845584&isFromPublicArea=True&isModal=true&asPopupView=true,0.31866371631622314
569310,GOBIERNO DEPARTAMENTAL,PRESTAR POR SUS PROPIOS MEDIOS Y CON PLENA AUTONOMIA PRESTACION DE SERVICIOS PROFESIONALES PARA REALIZAR ACOMPAÑAMIENTO A LA DIRECCION DE PRENSA Y COMUNICACIONES EN LA CREACIÓN DE DIFERENTES ELEMENTOS VISUALES Y DE COMUNICACIÓN A TRAVÉS DEL DISEÑO DE DIFERENTES ESTRATEGIAS PÚBLICAS ADELANTADAS POR L,Prestación de servicios,Hombre,48.40000000000001,43.96892231620709,330 Dia(s),0.09155119181390331,1.1007774912454384,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7491759&isFromPublicArea=True&isModal=true&asPopupView=true,0.31317397952079773
163632,MUNICIPIO DE MONTERIA,PRESTACIÓN DE SERVICIOS PROFESIONALES DE UN COMUNICADOR SOCIAL PARA APOYAR LAS LABORES DE PREPRODUCCIÓN Y PRODUCCIÓN DE TV Y MEDIOS AUDIOVISUALES Y APOYAR LAS LABORES DE LA OFICINA ASESORA DE PRENSA Y PROTOCOLO DEL MUNICIPIO DE MONTERÍA.,Prestación de servicios,No Definido,26.999999999999996,24.514954767832602,6 Mes(es),0.09203871230249609,1.101368542414288,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7505768&isFromPublicArea=True&isModal=true&asPopupView=true,0.31790679693222046
1132450,ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,Prestar sus servicios profesionales para apoyar la realización y publicación de contenidos de redes sociales y canales de divulgación digital de la alcaldía local de Puente Aranda,Prestación de servicios,No Definido,21.478500000000004,19.449289526710874,136 Dia(s),0.09447635883740155,1.1043333984258032,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5989454&isFromPublicArea=True&isModal=true&asPopupView=true,0.31444814801216125
786284,SECRETARIA GENERAL Y DE CERCANIA AL CIUDADANO,PRESTAR LOS SERVICIOS PROFESIONALES PARA ADELANTAR LABORES PERIODÍSTICAS EN EL SISTEMA INFORMATIVO DE LA EMISORA EL DORADO RADIO; LIDERADA POR LA SECRETARÍA DE PRENSA Y COMUNICACIONES DE CUNDINAMARCA,Prestación de servicios,Mujer,31.514000000000003,28.510085003684384,105 Dia(s),0.09532001638369036,1.1053632423729154,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6680271&isFromPublicArea=True&isModal=true&asPopupView=true,0.3022896647453308
564794,SENA REGIONAL TOLIMA 1,"Prestar servicios profesionales para la elaboración de diseños; piezas de 
comunicación audiovisual; plantillas; diagramas y demás recursos 
multimedia que permitan atender las necesidades de publicidad y 
divulgación de las estrategias implementadas por los equipos que 
conforman la Dirección de Fo",Prestación de servicios,Hombre,50.600000000000016,45.76240048473297,330 Dia(s),0.09560473350330123,1.1057112272089167,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5532723&isFromPublicArea=True&isModal=true&asPopupView=true,0.3211248517036438
170264,RADIO TELEVISION NACIONAL DE COLOMBIA.,"EL CONTRATISTA se obliga a prestar sus servicios desarrollando actividades de registro audiovisual 
y/o reportería para los contenidos audiovisuales y/o transmisiones de RTVC.",Prestación de servicios,No Definido,27.333333000000003,24.706585917465752,164 Dia(s),0.09610050419150314,1.1063176875716094,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6679133&isFromPublicArea=True&isModal=true&asPopupView=true,0.35141921043395996
13572,ALCALDIA MUNICIPAL DE PUERTO SALGAR,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA LA INVESTIGACIÓN; CONCEPTUALIZACIÓN; DISEÑO Y DESARROLLO DE CONTENIDO EN PRENSA ESCRITA; TELEVISIÓN; RADIO; Y MEDIOS DIGITALES PARA EL MUNICIPIO DE PUERTO SALGAR - CUNDINAMARCA.,Prestación de servicios,Mujer,18.0,16.265190121034845,180 Dia(s),0.09637832660917528,1.1066578297613394,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7379930&isFromPublicArea=True&isModal=true&asPopupView=true,0.3030940592288971
1205871,ALCALDIA DE LA APARTADA CORDOBA,PRESTACIÓN DE SERVICIOS PARA PROGRAMA DE PRENSA INSTITUCIONAL MEDIANTE EL DESARROLLO DE ESTRATEGIAS COMUNICACIONALES INFORMATIVAS; QUE DIVULGUEN ACTIVIDADES Y EVENTOS PARA CONTRIBUIR AL FORTALECIMIENTO DE LA ALCALDIA MUNICIPAL DE LA APARTADA CORDOBA,Prestación de servicios,Mujer,19.2,17.348431399073217,3 Mes(es),0.09643586463160325,1.1067283005785582,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5725584&isFromPublicArea=True&isModal=true&asPopupView=true,0.31431055068969727
