,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
55684,INDERHUILA,PRESTAR SERVICIOS DE APOYO A LA GESTIÓN PARA REALIZAR EL CUBRIMIENTO PERIODISTICO Y AUDIOVISUAL ANTE LOS MEDIOS DE COMUNICACIÓN MASIVOS DE LAS DIFERENTES ACTIVIDADES DEPORTIVAS QUE EJECUTA EL INDERHUILA,Prestación de servicios,Hombre,25.2,12.559586361960541,8 Mes(es),0.5016037157952166,2.0064355046216904,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7594640&isFromPublicArea=True&isModal=true&asPopupView=true,0.3122926354408264
576536,ALCALDIA LOCAL DE PUENTE ARANDA-FONDO DE DESARROLLO LOCAL,PRESTAR SUS SERVICIOS PROFESIONALES PARA APOYAR LA REALIZACION Y PUBLICACION DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACION DIGITAL DE LA ALCALDIA LOCAL DE PUENTE ARANDA.,Prestación de servicios,No Definido,40.000000000000014,19.70399472186141,8 Mes(es),0.5074001319534649,2.0300452047736477,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7997643&isFromPublicArea=True&isModal=true&asPopupView=true,0.3202245831489563
739957,MINCULTURA,PRESTAR LOS SERVICIOS PROFESIONALES A LA DIRECCIÓN DE AUDIOVISUALES CINE Y MEDIOS INTERACTIVOS; PARA APOYAR EN LA GESTIÓN; IMPLEMENTACIÓN Y SEGUIMIENTO DE LAS ESTRATEGIAS DE FORMACIÓN EN COMUNICACIÓN Y CREACIÓN DE CONTENIDOS CON ORGANIZACIONES SOCIALES; MEDIOS COMUNITARIOS; COLECTIVOS DE COMUNICACIÓ,Prestación de servicios,Mujer,109.1376,53.73707474496607,327 Dia(s),0.5076208864317516,2.0309553602975696,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7478805&isFromPublicArea=True&isModal=true&asPopupView=true,0.3452642560005188
435429,ALCALDIA MUNICIPIO DE ZIPAQUIRA,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA REALIZAR LABORES PERIODÍSTICAS; ELABORACIÓN DE CONTENIDOS PARA REDES SOCIALES Y COMUNICACIÓN EXTERNA PARA LA ALCALDÍA MUNICIPAL DE ZIPAQUIRÁ,Prestación de servicios,Hombre,35.0,17.116102493060623,10 Mes(es),0.5109685001982679,2.0448580518952864,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5537262&isFromPublicArea=True&isModal=true&asPopupView=true,0.30255788564682007
428085,LA GUAJIRA - ALCALDÍA MUNICIPIO DE MAICAO,PRESTACIÓN DE SERVICIOS PROFESIONALES PARA LA DIVULGACIÓN DE CONTENIDOS AUDIOVISUALES COMUNICACIONALES INTERNO Y EXTERNO DE LA ALCALDIA MUCIPAL DE MAICAO; DEPARTAMENTO DE LA GUAJIRA,Prestación de servicios,Mujer,41.40672,20.105133824367574,288 Dia(s),0.5144475625123754,2.059509792957197,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7744701&isFromPublicArea=True&isModal=true&asPopupView=true,0.3174149692058563
388934,ALCALDIA LOCAL DE USME,APOYAR AL EQUIPO DE PRENSA Y COMUNICACIONES DE LA ALCALDÍA LOCAL EN LA REALIZACIÓN Y PUBLICACIÓN DE CONTENIDOS DE REDES SOCIALES Y CANALES DE DIVULGACIÓN DIGITAL (SITIO WEB) DE LA ALCALDÍA LOCAL.,Prestación de servicios,No Definido,42.0,20.38503628907132,6 Mes(es),0.5146419931173496,2.060334816402399,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7983029&isFromPublicArea=True&isModal=true&asPopupView=true,0.33494308590888977
1025165,MUNICIPIO DE ENVIGADO,Emisión de mensajes radiales institucionales y publicación de avisos institucionales en periódicos y/o revistas locales para garantizar la divulgación de la información a la ciudadanía de los programas políticas y proyectos públicos del Municipio De Envigado.,Prestación de servicios,Hombre,42.0,20.332625188530674,225 Dia(s),0.5158898764635553,2.065645710308552,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6041323&isFromPublicArea=True&isModal=true&asPopupView=true,0.3244171738624573
1153748,MUNICIPIO DE URIBIA,PRESTACION DE SERVICIOS PROFESIONALES COMO REALIZADOR DE CINE Y AUDIOVISUALES EN APOYO A LOS PROCEDIMIENTOS RELACIONADOS CON LA IMAGEN INSTITUCIONAL Y LA COMUNICACIÓN PÚBLICA CON EL OBJETO DE GARANTIZAR LA PUBLICIDAD.,Prestación de servicios,Hombre,47.356488,22.915794383692365,9 Mes(es),0.5161002145325395,2.066543590288995,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5725341&isFromPublicArea=True&isModal=true&asPopupView=true,0.32801559567451477
792393,ALCALDIA LOCAL DE ENGATIVÁ,PRESTAR LOS SERVICIOS PROFESIONALES EN PRENSA; PARA LA REALIZACIÓN DE PIEZAS DIGITALES; IMPRESAS Y PUBLICITARIAS DE GRAN FORMATO Y DE ANIMACIÓN GRÁFICA.,Prestación de servicios,Hombre,48.00000000000001,23.190341816059917,8 Mes(es),0.5168678788320852,2.0698271884357804,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7772344&isFromPublicArea=True&isModal=true&asPopupView=true,0.3086196184158325
915331,SECRETARÍA GENERAL DE LA ALCALDÍA MAYOR DE BOGOTÁ,Prestar servicios profesionales para apoyar a la Oficina Consejería Distrital de Comunicaciones en la creación y producción de material audiovisual para los medios virtuales; con el fin de optimizar los canales de comunicación de la Alcaldía Mayor de Bogotá,Prestación de servicios,Hombre,65.76803999999998,31.737469834022242,6 Mes(es),0.517433242133683,2.0722521468771062,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7376174&isFromPublicArea=True&isModal=true&asPopupView=true,0.30215418338775635
