,Nombre Entidad,Descripcion del Proceso,Tipo de Contrato,Género Representante Legal,Valor real,Valor Proyectado,Duración del contrato,Tamaño valor extraño,veces la predicción,URLProceso,similarity
602240,ASAMBLEA DEPARTAMENTAL DE RISARALDA,PRESTACIÓN DE SERVICIOS PARA LA PUBLICACIÓN; DIVULGACIÓN Y PROMOCIÓN DE INFORMACION DE LOS ACTOS Y NOTICIAS DE LA CORPORACIÓN A TRAVÉS DEL MEDIO DE COMUNICACIÓN EJE INFORMA,Prestación de servicios,No Definido,16.0,12.669608259802915,240 Dia(s),0.2081494837623178,1.2628646183768346,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5981271&isFromPublicArea=True&isModal=true&asPopupView=true,0.3350916802883148
239115,ADRES,Prestar servicios profesionales para generar contenidos periodísticos para los diferentes canales de comunicación de la entidad; monitorear y evaluar noticias en medios y gestionar las peticiones; quejas; reclamos y solicitudes interpuestas por la ciudadanía a través de las redes sociales de la ADR,Prestación de servicios,No Definido,59.99999999999999,47.48694953408136,8 Mes(es),0.20855084109864389,1.2635050385145927,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7616202&isFromPublicArea=True&isModal=true&asPopupView=true,0.32978811860084534
499168,EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO SA ESP OFICIAL IBAL SA ESP OFICIAL,CONTRATAR EL SERVICIO DE PUBLICIDAD EN UNA EMISORA Y SUS MEDIOS DIGITALES CON COBERTURA EN IBAGUÉ PARA LA TRANSMISIÓN DE CAMPAÑAS; MENSAJES Y DEMAS INFORMACIÓN INSTITUCIONAL DEL IBAL S.A. E.S.P. OFICIAL; DE CONFORMIDAD CON EL PLAN DE MEDIOS APROBADO POR LA GERENCIA.,Prestación de servicios,Mujer,73.76400000000001,58.27975031379378,7 Mes(es),0.20991607947245583,1.2656883326169877,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5749422&isFromPublicArea=True&isModal=true&asPopupView=true,0.3549557328224182
49141,ALCALDÍA MUNICIPAL DE SOPO,"PRESTACIÓN DE SERVICIOS PROFESIONALES PARA BRINDAR ACOMPAÑAMIENTO EN EL
PROCESO DE GENERACIÓN DE CONTENIDO AUDIOVISUAL; EDICIÓN Y PUBLICACIÓN EN
LOS DIFERENTES MEDIOS DE COMUNICACIÓN DE LA ADMINISTTACIÓN MUNICIPAL DE
SOPÓ.",Prestación de servicios,Hombre,29.900000000000002,23.612515365983473,10 Mes(es),0.21028376702396417,1.2662776301704124,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5731581&isFromPublicArea=True&isModal=true&asPopupView=true,0.38806381821632385
449726,MINCIENCIAS,El Contratista se obliga a prestar a la Entidad; con plena autonomía técnica y administrativa; los servicios profesionales especializados de realización y edición de video para los contenidos audiovisuales; digitales y multiformato de la Estrategia de Divulgación y Comunicación Pública de la CTeI; u,Prestación de servicios,Hombre,57.68,45.51974284591659,8 Mes(es),0.21082276619423387,1.2671424835427045,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7394278&isFromPublicArea=True&isModal=true&asPopupView=true,0.3208460509777069
390852,MUNICIPIO DE LA MESA,SERVICIOS DE APOYO A LA GESTION PARA APOYAR EN EL DESARROLLO DE ACTIVIDADES DE PRODUCCIÓN AUDIOVISUAL PARA MEDIOS DIGITALES E IMPRESOS Y MANEJO DE REDES SOCIALES DE LA ALCALDIA DE LA MESA,Prestación de servicios,Hombre,19.8,15.584659083807889,180 Dia(s),0.21289600586828847,1.2704801493265745,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7470972&isFromPublicArea=True&isModal=true&asPopupView=true,0.31705474853515625
1213096,ALCALDÍA MUNICIPAL DE SOPO,Prestación de servicios profesionales para apoyar actividades de registro fotográfico; edición y diagramación de contenidos gráficos y audiovisuales de la oficina de prensa de la alcaldía municipal.,Prestación de servicios,No Definido,33.806933,26.572328799394377,320 Dia(s),0.21399764955329204,1.2722608264869322,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7518943&isFromPublicArea=True&isModal=true&asPopupView=true,0.30849534273147583
884508,GOBERNACIÓN DEL CAUCA,PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADOR SOCIAL PERIODISTA; PARA APOYAR EN EL REGISTRO Y CREACIÓN AUDIOVISUAL DE LAS ACTIVIDADES EXTERNAS QUE REALICE LA GOBERNACIÓN DEL CAUCA; EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LOS PROCESOS DE COMUNICACIÓN PÚBLICA; TRANSPARENCIA Y ACCESO PARA EL COR,Prestación de servicios,No Definido,22.849999999999998,17.95475830163333,150 Dia(s),0.21423377235740343,1.2726431409506276,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6462333&isFromPublicArea=True&isModal=true&asPopupView=true,0.3043438196182251
138500,ADRES,Prestar servicios profesionales para generar contenidos periodísticos para los diferentes canales de comunicación de la entidad; monitorear y evaluar noticias en medios y gestionar las peticiones; quejas; reclamos y solicitudes interpuestas por la ciudadanía a través de las redes sociales de la ADRE,Prestación de servicios,No Definido,51.67141500000002,40.51820128458845,316 Dia(s),0.21584881535393532,1.2752642852301002,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5688315&isFromPublicArea=True&isModal=true&asPopupView=true,0.32741764187812805
930679,RNEC,Prestación de servicios para la divulgación en medios impresos y digitales de la audiencia de rendición de cuentas correspondiente a la vigencia 2024 de la Registraduría Nacional del Estado Civil; de conformidad con los estudios previos y la propuesta presentada por EL CONTRATISTA; las cuales forman,Prestación de servicios,Mujer,75.0,58.80674807039875,10 Dia(s),0.2159100257280167,1.275363839371223,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7221109&isFromPublicArea=True&isModal=true&asPopupView=true,0.3056931495666504
1196627,INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO AUDIOVISUAL - PROFESIONAL 4; EN LA PREPRODUCCIÓN; PRODUCCIÓN Y PUBLICACIÓN DE CONTENIDOS AUDIOVISUALES; MULTIMEDIALES Y DIGITALES; DESARROLLADOS POR LA OFICINA ASESORA EN COMUNICACIONES DEL INDER DE MEDELLÍN.,Prestación de servicios,Mujer,36.809967,28.845250332727765,161 Dia(s),0.21637391490386923,1.2761188263370862,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7397780&isFromPublicArea=True&isModal=true&asPopupView=true,0.3030296564102173
61592,SECRETARIA GENERAL Y DE CERCANIA AL CIUDADANO,PRESTAR LOS SERVICIOS PROFESIONALES PARA ADELANTAR LABORES PERIODÍSTICAS EN EL SISTEMA INFORMATIVO DE LA EMISORA EL DORADO RADIO; LIDERADA POR LA SECRETARÍA DE PRENSA Y COMUNICACIONES DE CUNDINAMARCA.,Prestación de servicios,Mujer,36.016,28.21348776639452,4 Mes(es),0.21664016641507886,1.2765525587693969,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5985515&isFromPublicArea=True&isModal=true&asPopupView=true,0.3074057698249817
853071,MUNICIPIO DE YOPAL..,PRESTAR SERVICIOS PROFESIONALES COMO COMUNICADORA SOCIAL ENCARGADA DE LA GENERACIÓN DE CONTENIDOS PARA LA PUBLICACIÓN EN  LAS PLATAFORMAS DIGITALES DE LA ALCALDÍA DE YOPAL,Prestación de servicios,Mujer,24.0,18.785849101566935,6 Mes(es),0.21725628743471104,1.277557371521639,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5630817&isFromPublicArea=True&isModal=true&asPopupView=true,0.30539989471435547
806867,CONCEJO MUNICIPAL DE YOPAL,PRESTAR LOS SERVICIOS COMO COMUNICADOR SOCIAL DEL CONCEJO MUNICIPAL DE YOPAL MEDIANTE LA PROMOCIÓN Y DIVULGACIÓN DE LAS ACTIVIDADES REALIZADAS POR LA CORPORACIÓN.,Prestación de servicios,Mujer,15.9822,12.508016060530935,4 Mes(es),0.2173783296085061,1.2777565940638547,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6471221&isFromPublicArea=True&isModal=true&asPopupView=true,0.3083963692188263
54043,MINCULTURA,Prestar los servicios profesionales en el Grupo de Divulgación y Prensa para apoyar la implementación de la estrategia de comunicación digital del Ministerio Cultura y del programa Sonidos para la Construcción de Paz,Prestación de servicios,Hombre,69.33333300000001,54.157474743585546,265 Dia(s),0.2188825720582979,1.2802172429247527,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5962047&isFromPublicArea=True&isModal=true&asPopupView=true,0.3001997470855713
182519,Unidad de Busqueda de Personas Desaparecidas,Prestar los servicios profesionales para apoyar la estrategia de comunicación masiva; mediante las actividades de elaboración; revisión y publicación de productos comunicativos y pedagógicos; comunicados de prensa y contenidos informativos de la UBPD en articulación con el nivel territorial; así com,Prestación de servicios,No Definido,60.54956700000001,47.28792194966862,251 Dia(s),0.21902130283328675,1.28044465697703,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.7398174&isFromPublicArea=True&isModal=true&asPopupView=true,0.30494165420532227
1126147,ALCALDIA MUNICIPAL DE BUGA,PRESTAR LOS SERVICIOS DE ASESORIA EXTERNA EN PERIODISMO Y PAUTA PUBLICITARIA PARA APOYAR EN LA DIFUSION COMUNICACIONAL Y VISUAL DE LAS GESTIONES Y ACTIVIDADES REALIZADAS POR LA ADMINISTRACION MUNICIPAL DE GUADALAJARA DE BUGA.,Prestación de servicios,Hombre,21.0,16.368027247162672,204 Dia(s),0.2205701310874918,1.2829890666048507,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6191328&isFromPublicArea=True&isModal=true&asPopupView=true,0.33123087882995605
92360,SENA SECRETARIA GENERAL,Prestar servicios profesionales en la Oficina de Comunicaciones durante la vigencia 2024; para desarrollar actividades comunicacionales por medio de los programas especiales transmitidos por redes sociales; radio y televisión; con el fin de visibilizar asertivamente los servicios y actividades del S,Prestación de servicios,No Definido,56.833332000000006,43.99245364434159,322 Dia(s),0.22593921390458713,1.2918882056334233,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5545832&isFromPublicArea=True&isModal=true&asPopupView=true,0.30012351274490356
